id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
4664,United States of America,Commerce Solar,Solar,5.0,2020.0,The Commerce Solar power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2020. Located at latitude 29 and longitude -99.
4665,United States of America,Commonwealth Chesapeake,Oil,402.5,2000.571428571429,The Commonwealth Chesapeake power plant in United States of America. It is a Oil facility with a capacity of 402 MW. It was commissioned in 2001. Located at latitude 38 and longitude -76.
4666,United States of America,Community Foodbank of NJ,Solar,1.1,2012.0,The Community Foodbank of NJ power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2012. Located at latitude 41 and longitude -74.
4667,United States of America,Community Solar 1,Solar,5.7,2014.0,The Community Solar 1 power plant in United States of America. It is a Solar facility with a capacity of 6 MW. It was commissioned in 2014. Located at latitude 33 and longitude -115.
4668,United States of America,Community Wind North LLC,Wind,30.0,2011.0,The Community Wind North LLC power plant in United States of America. It is a Wind facility with a capacity of 30 MW. It was commissioned in 2011. Located at latitude 44 and longitude -96.
4669,United States of America,Community Wind South,Wind,30.0,2013.0,The Community Wind South power plant in United States of America. It is a Wind facility with a capacity of 30 MW. It was commissioned in 2013. Located at latitude 44 and longitude -96.
4670,United States of America,Conception,Wind,50.4,2008.0,The Conception power plant in United States of America. It is a Wind facility with a capacity of 50 MW. It was commissioned in 2008. Located at latitude 40 and longitude -95.
4671,United States of America,Concord,Gas,381.6,1993.5,The Concord power plant in United States of America. It is a Gas facility with a capacity of 382 MW. It was commissioned in 1994. Located at latitude 43 and longitude -89.
4672,United States of America,Concord Energy,Waste,9.6,2012.0,The Concord Energy power plant in United States of America. It is a Waste facility with a capacity of 10 MW. It was commissioned in 2012. Located at latitude 35 and longitude -81.
4673,United States of America,Concord Farm,Solar,5.2,2011.0,The Concord Farm power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2011. Located at latitude 35 and longitude -81.
4674,United States of America,Concord Solar Farm,Solar,1.5,2014.0,The Concord Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 42 and longitude -71.
4675,United States of America,Condon Windpower LLC,Wind,49.8,2002.0,The Condon Windpower LLC power plant in United States of America. It is a Wind facility with a capacity of 50 MW. It was commissioned in 2002. Located at latitude 45 and longitude -120.
4676,United States of America,Conejos 1 Community Solar Array,Solar,1.5,2017.0,The Conejos 1 Community Solar Array power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 37 and longitude -106.
4677,United States of America,Conemaugh,Coal,1963.0,1970.496943453897,The Conemaugh power plant in United States of America. It is a Coal facility with a capacity of 1963 MW. It was commissioned in 1970. Located at latitude 40 and longitude -79.
4678,United States of America,Conemaugh Hydro Plant,Hydro,15.0,1989.0,The Conemaugh Hydro Plant power plant in United States of America. It is a Hydro facility with a capacity of 15 MW. It was commissioned in 1989. Located at latitude 40 and longitude -79.
4679,United States of America,Conesville,Coal,841.5,1973.0,The Conesville power plant in United States of America. It is a Coal facility with a capacity of 842 MW. It was commissioned in 1973. Located at latitude 40 and longitude -82.
4680,United States of America,Conetoe II Solar  LLC,Solar,80.0,2016.0,The Conetoe II Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 36 and longitude -77.
4681,United States of America,Conetoe Solar,Solar,5.0,2016.0,The Conetoe Solar power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2016. Located at latitude 36 and longitude -77.
4682,United States of America,Conn Mun Electric Energy Coop,Solar,1.0,2017.0,The Conn Mun Electric Energy Coop power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 42 and longitude -72.
4683,United States of America,Connell East LLC,Solar,1.4,2013.0,The Connell East LLC power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2013. Located at latitude 41 and longitude -74.
4684,United States of America,Conowingo,Hydro,530.8,1943.083647324793,The Conowingo power plant in United States of America. It is a Hydro facility with a capacity of 531 MW. It was commissioned in 1943. Located at latitude 40 and longitude -76.
4685,United States of America,Conrath DPC Solar,Solar,1.0,2017.0,The Conrath DPC Solar power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 45 and longitude -91.
4686,United States of America,Constantine,Hydro,1.2,1924.5,The Constantine power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1924. Located at latitude 42 and longitude -86.
4687,United States of America,Constellation New Energy Inc,Solar,3.9,2012.0,The Constellation New Energy Inc power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2012. Located at latitude 40 and longitude -75.
4688,United States of America,Consumer Operations LLC,Gas,90.8,1975.8524229074887,The Consumer Operations LLC power plant in United States of America. It is a Gas facility with a capacity of 91 MW. It was commissioned in 1976. Located at latitude 44 and longitude -88.
4689,United States of America,Control Gorge,Hydro,37.5,1952.0,The Control Gorge power plant in United States of America. It is a Hydro facility with a capacity of 38 MW. It was commissioned in 1952. Located at latitude 37 and longitude -119.
4690,United States of America,Cooke,Hydro,9.0,1911.0,The Cooke power plant in United States of America. It is a Hydro facility with a capacity of 9 MW. It was commissioned in 1911. Located at latitude 44 and longitude -84.
4691,United States of America,Cookstown,Solar,5.0,2019.0,The Cookstown power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2019. Located at latitude 35 and longitude -78.
4692,United States of America,Coolidge Generation Station,Gas,726.0,2011.0,The Coolidge Generation Station power plant in United States of America. It is a Gas facility with a capacity of 726 MW. It was commissioned in 2011. Located at latitude 33 and longitude -112.
4693,United States of America,Coolidge Solar 1  LLC,Solar,19.6,2019.0,The Coolidge Solar 1  LLC power plant in United States of America. It is a Solar facility with a capacity of 20 MW. It was commissioned in 2019. Located at latitude 43 and longitude -73.
4694,United States of America,Coon Rapids II,Oil,5.4,2001.0,The Coon Rapids II power plant in United States of America. It is a Oil facility with a capacity of 5 MW. It was commissioned in 2001. Located at latitude 42 and longitude -95.
4695,United States of America,Cooper,Coal,344.0,1967.679069767442,The Cooper power plant in United States of America. It is a Coal facility with a capacity of 344 MW. It was commissioned in 1968. Located at latitude 37 and longitude -85.
4696,United States of America,Cooper Farms VW Project,Wind,4.5,2012.0,The Cooper Farms VW Project power plant in United States of America. It is a Wind facility with a capacity of 4 MW. It was commissioned in 2012. Located at latitude 41 and longitude -85.
4697,United States of America,Cooper Lake,Hydro,19.4,1961.0,The Cooper Lake power plant in United States of America. It is a Hydro facility with a capacity of 19 MW. It was commissioned in 1961. Located at latitude 60 and longitude -150.
4698,United States of America,Cooper Nuclear Station,Nuclear,801.0,1974.0,The Cooper Nuclear Station power plant in United States of America. It is a Nuclear facility with a capacity of 801 MW. It was commissioned in 1974. Located at latitude 40 and longitude -96.
4699,United States of America,Cooperative Solar One,Solar,8.5,2017.0,The Cooperative Solar One power plant in United States of America. It is a Solar facility with a capacity of 8 MW. It was commissioned in 2017. Located at latitude 38 and longitude -84.
4700,United States of America,Coopersville,Waste,6.4,1997.0,The Coopersville power plant in United States of America. It is a Waste facility with a capacity of 6 MW. It was commissioned in 1997. Located at latitude 43 and longitude -86.
4701,United States of America,Copco 1,Hydro,20.0,1918.0,The Copco 1 power plant in United States of America. It is a Hydro facility with a capacity of 20 MW. It was commissioned in 1918. Located at latitude 42 and longitude -122.
4702,United States of America,Copco 2,Hydro,27.0,1925.0,The Copco 2 power plant in United States of America. It is a Hydro facility with a capacity of 27 MW. It was commissioned in 1925. Located at latitude 42 and longitude -122.
4703,United States of America,Cope,Gas,417.3,1996.0,The Cope power plant in United States of America. It is a Gas facility with a capacity of 417 MW. It was commissioned in 1996. Located at latitude 33 and longitude -81.
